"model","scenario","region","unit","variable","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"Income Inequality Model (2019)","SSP4","Chile","","Gini Income Inequality Coefficient",55.611,56.173,56.806,57.27,57.668,58.02,58.33,58.607,58.858,59.077,59.254,59.382,59.446,59.425,59.299,59.047,58.665,58.14
"Income Inequality Model (2019)","SSP4","China","","Gini Income Inequality Coefficient",46.877,47.214,48.069,48.537,48.821,48.996,49.167,49.35,49.521,49.665,49.746,49.733,49.575,49.227,48.659,47.859,46.844,45.622
"Income Inequality Model (2019)","SSP4","Colombia","","Gini Income Inequality Coefficient",55.46,56.569,57.895,59.066,60.199,61.188,61.974,62.598,63.093,63.486,63.798,64.046,64.243,64.399,64.523,64.621,64.699,64.761
"Income Inequality Model (2019)","SSP4","Comoros","","Gini Income Inequality Coefficient",62.245,62.609,62.942,63.211,63.52,63.98,64.374,64.713,64.993,65.221,65.408,65.559,65.679,65.769,65.833,65.87,65.883,65.874
"Income Inequality Model (2019)","SSP4","Congo","","Gini Income Inequality Coefficient",46.479,46.961,47.6,47.936,48.279,47.539,47.371,47.583,47.788,47.986,48.167,48.315,48.422,48.474,48.467,48.398,48.271,48.313
"Income Inequality Model (2019)","SSP4","Costa Rica","","Gini Income Inequality Coefficient",44.55,43.475,42.503,41.406,40.324,39.098,37.745,36.292,34.734,33.056,31.232,29.244,27.06,24.779,22.891,21.368,20.139,19.147
"Income Inequality Model (2019)","SSP4","Croatia","","Gini Income Inequality Coefficient",31.925,32.237,32.568,33.111,33.56,33.917,34.252,34.567,35.021,35.567,36.166,36.801,37.474,38.175,38.817,39.47,40.139,40.822
"Income Inequality Model (2019)","SSP4","Cuba","","Gini Income Inequality Coefficient",27.546,28.037,28.225,28.164,28.008,27.814,27.589,27.342,27.072,26.433,25.449,24.359,22.838,21.469,20.351,19.445,18.711,18.116
"Income Inequality Model (2019)","SSP4","Cyprus","","Gini Income Inequality Coefficient",32.579,32.897,33.233,33.776,34.227,34.589,34.929,35.252,35.708,36.251,36.846,37.474,38.14,38.836,39.473,40.122,40.785,41.463
"Income Inequality Model (2019)","SSP4","Czechia","","Gini Income Inequality Coefficient",27.521,28.578,29.802,31.092,32.401,33.684,34.949,36.221,37.518,38.84,40.185,41.556,42.959,44.399,45.883,47.402,48.964,50.567
"Income Inequality Model (2019)","SSP4","Côte d'Ivoire","","Gini Income Inequality Coefficient",49.5,49.934,50.445,50.751,51.08,50.837,50.906,51.178,51.42,51.637,51.824,51.977,52.091,52.16,52.184,52.16,52.094,52.118
"Income Inequality Model (2019)","SSP4","Democratic Republic of the Congo","","Gini Income Inequality Coefficient",48.687,49.159,49.767,50.093,50.433,49.807,49.697,49.932,50.155,50.364,50.551,50.706,50.816,50.874,50.876,50.819,50.709,50.751
"Income Inequality Model (2019)","SSP4","Denmark","","Gini Income Inequality Coefficient",24.41,25.108,25.834,26.581,27.363,28.168,28.979,29.799,30.629,31.461,32.296,33.14,33.99,34.842,35.692,36.536,37.38,38.23
"Income Inequality Model (2019)","SSP4","Djibouti","","Gini Income Inequality Coefficient",50.932,51.298,51.638,51.909,52.218,52.652,53.034,53.371,53.649,53.877,54.064,54.215,54.335,54.424,54.486,54.521,54.532,54.524
"Income Inequality Model (2019)","SSP4","Dominican Republic","","Gini Income Inequality Coefficient",52.522,54.636,56.583,58.245,59.706,60.857,61.757,62.462,63.014,63.445,63.783,64.048,64.255,64.417,64.544,64.643,64.72,64.781
"Income Inequality Model (2019)","SSP4","Ecuador","","Gini Income Inequality Coefficient",40.365,41.275,41.982,42.461,42.861,43.202,43.502,43.782,44.041,44.27,44.459,44.604,44.684,44.673,44.55,44.281,43.887,43.373
"Income Inequality Model (2019)","SSP4","Egypt","","Gini Income Inequality Coefficient",37.296,37.787,37.975,37.914,37.758,37.564,37.339,37.092,36.822,36.183,35.199,34.109,32.588,31.219,30.101,29.195,28.461,27.866
"Income Inequality Model (2019)","SSP4","El Salvador","","Gini Income Inequality Coefficient",42.806,43.236,43.538,43.656,43.614,43.532,43.29,42.931,42.527,41.919,41.11,40.203,39.075,38.05,37.193,36.473,35.863,35.298
"Income Inequality Model (2019)","SSP4","Equatorial Guinea","","Gini Income Inequality Coefficient",50.243,50.653,51.064,51.317,51.536,51.532,51.587,51.673,51.715,51.684,51.579,51.421,51.187,50.954,50.739,50.532,50.33,50.166
"Income Inequality Model (2019)","SSP4","Eritrea","","Gini Income Inequality Coefficient",50.243,50.653,51.064,51.317,51.536,51.532,51.587,51.673,51.715,51.684,51.579,51.421,51.187,50.954,50.739,50.532,50.33,50.166
"Income Inequality Model (2019)","SSP4","Estonia","","Gini Income Inequality Coefficient",35.44,35.7,36.028,36.379,36.765,37.163,37.562,37.986,38.45,38.915,39.352,39.754,40.122,40.464,40.783,41.068,41.311,41.496
"Income Inequality Model (2019)","SSP4","Eswatini","","Gini Income Inequality Coefficient",57.765,58.129,58.462,58.731,59.04,59.5,59.894,60.233,60.513,60.741,60.928,61.079,61.199,61.289,61.353,61.39,61.403,61.394
"Income Inequality Model (2019)","SSP4","Ethiopia","","Gini Income Inequality Coefficient",39.716,40.207,40.395,40.334,40.178,39.984,39.759,39.512,39.242,38.603,37.619,36.529,35.008,33.639,32.521,31.615,30.881,30.286
"Income Inequality Model (2019)","SSP4","Fiji","","Gini Income Inequality Coefficient",49.102,49.554,50.113,50.429,50.763,50.332,50.314,50.567,50.8,51.013,51.2,51.354,51.466,51.53,51.543,51.503,51.415,51.448
"Income Inequality Model (2019)","SSP4","Finland","","Gini Income Inequality Coefficient",25.508,26.444,27.361,28.297,29.254,30.205,31.145,32.094,33.063,34.046,35.042,36.052,37.077,38.119,39.177,40.251,41.338,42.441
"Income Inequality Model (2019)","SSP4","France","","Gini Income Inequality Coefficient",28.693,29.127,29.678,30.304,30.998,31.734,32.501,33.305,34.146,35.019,35.924,36.864,37.84,38.853,39.894,40.954,42.025,43.109
"Income Inequality Model (2019)","SSP4","French Polynesia","","Gini Income Inequality Coefficient",42.527,43.01,43.423,43.564,43.657,43.204,43.005,42.975,42.929,42.698,42.289,41.809,41.1,40.438,39.873,39.384,38.951,38.667
"Income Inequality Model (2019)","SSP4","Gabon","","Gini Income Inequality Coefficient",48.504,48.984,49.615,49.945,50.288,49.574,49.425,49.652,49.87,50.077,50.265,50.42,50.529,50.585,50.581,50.517,50.397,50.444
"Income Inequality Model (2019)","SSP4","Gambia","","Gini Income Inequality Coefficient",53.645,54.009,54.342,54.611,54.92,55.38,55.774,56.113,56.393,56.621,56.808,56.959,57.079,57.169,57.233,57.27,57.283,57.274
"Income Inequality Model (2019)","SSP4","Georgia","","Gini Income Inequality Coefficient",41.932,42.593,43.321,44.011,44.771,45.583,46.413,47.283,48.152,48.971,49.745,50.457,51.105,51.689,52.279,52.844,53.382,53.901
"Income Inequality Model (2019)","SSP4","Germany","","Gini Income Inequality Coefficient",29.984,30.91,31.915,32.989,34.116,35.254,36.397,37.56,38.75,39.973,41.229,42.524,43.858,45.233,46.652,48.113,49.614,51.157
"Income Inequality Model (2019)","SSP4","Ghana","","Gini Income Inequality Coefficient",49.092,49.545,50.105,50.421,50.755,50.32,50.299,50.552,50.785,50.997,51.185,51.339,51.451,51.514,51.527,51.487,51.398,51.432
"Income Inequality Model (2019)","SSP4","Greece","","Gini Income Inequality Coefficient",33.235,34.101,35.023,36.049,37.156,38.294,39.457,40.657,41.896,43.171,44.486,45.848,47.26,48.72,50.223,51.744,53.303,54.908
"Income Inequality Model (2019)","SSP4","Guatemala","","Gini Income Inequality Coefficient",55.04,55.875,56.431,56.923,57.523,58.093,58.657,59.211,59.757,60.295,60.818,61.313,61.775,62.203,62.595,62.948,63.26,63.525
"Income Inequality Model (2019)","SSP4","Guinea","","Gini Income Inequality Coefficient",41.218,41.644,41.954,42.086,42.053,41.98,41.737,41.37,40.955,40.349,39.554,38.661,37.564,36.566,35.73,35.025,34.424,33.861
"Income Inequality Model (2019)","SSP4","Guinea-Bissau","","Gini Income Inequality Coefficient",56.975,57.339,57.672,57.941,58.25,58.71,59.104,59.443,59.723,59.951,60.138,60.289,60.409,60.499,60.563,60.6,60.613,60.604
"Income Inequality Model (2019)","SSP4","Guyana","","Gini Income Inequality Coefficient",44.562,44.876,45.488,46.024,46.301,46.307,46.048,45.583,45.034,44.664,44.434,44.136,44.089,44.013,43.881,43.688,43.44,43.067
"Income Inequality Model (2019)","SSP4","Haiti","","Gini Income Inequality Coefficient",60.986,61.35,61.683,61.952,62.261,62.721,63.115,63.454,63.733,63.962,64.149,64.3,64.42,64.51,64.573,64.611,64.624,64.615
"Income Inequality Model (2019)","SSP4","Honduras","","Gini Income Inequality Coefficient",57.715,58.079,58.412,58.681,58.99,59.45,59.844,60.183,60.463,60.691,60.878,61.029,61.149,61.239,61.303,61.34,61.353,61.344
"Income Inequality Model (2019)","SSP4","Hong Kong","","Gini Income Inequality Coefficient",55.015,55.379,55.712,55.981,56.29,56.75,57.144,57.483,57.763,57.991,58.178,58.329,58.449,58.539,58.603,58.64,58.653,58.644
"Income Inequality Model (2019)","SSP4","Hungary","","Gini Income Inequality Coefficient",27.027,27.89,28.819,29.843,30.933,32.048,33.175,34.321,35.49,36.678,37.888,39.125,40.392,41.685,43.004,44.347,45.719,47.124
"Income Inequality Model (2019)","SSP4","Iceland","","Gini Income Inequality Coefficient",27.327,27.713,28.109,28.492,28.893,29.302,29.715,30.138,30.574,31.019,31.474,31.939,32.398,32.827,33.259,33.692,34.125,34.557
"Income Inequality Model (2019)","SSP4","India","","Gini Income Inequality Coefficient",39.15,42.493,45.925,49.017,51.883,54.507,56.606,58.286,59.629,60.703,61.563,62.251,62.801,63.241,63.593,63.874,64.099,64.28
"Income Inequality Model (2019)","SSP4","Indonesia","","Gini Income Inequality Coefficient",41.602,41.907,42.441,42.921,43.109,43.253,42.979,42.394,41.719,41.171,40.717,40.18,39.845,39.519,39.19,38.846,38.486,37.98
"Income Inequality Model (2019)","SSP4","Iran","","Gini Income Inequality Coefficient",45.914,46.346,46.977,47.372,47.695,47.176,46.98,46.993,46.975,47.006,47.066,47.082,47.144,47.158,47.114,47.008,46.846,46.766
"Income Inequality Model (2019)","SSP4","Iraq","","Gini Income Inequality Coefficient",37.446,37.937,38.125,38.064,37.908,37.714,37.489,37.242,36.972,36.333,35.349,34.259,32.738,31.369,30.251,29.345,28.611,28.016
"Income Inequality Model (2019)","SSP4","Ireland","","Gini Income Inequality Coefficient",31.492,32.433,33.309,34.132,34.921,35.698,36.499,37.352,38.256,39.199,40.173,41.179,42.219,43.291,44.391,45.511,46.65,47.809
"Income Inequality Model (2019)","SSP4","Israel","","Gini Income Inequality Coefficient",37.33,37.872,38.393,38.921,39.464,40.018,40.575,41.149,41.736,42.319,42.888,43.445,43.993,44.533,45.063,45.577,46.068,46.536
"Income Inequality Model (2019)","SSP4","Italy","","Gini Income Inequality Coefficient",31.493,32.015,32.638,33.373,34.209,35.117,36.083,37.105,38.174,39.281,40.423,41.602,42.819,44.072,45.356,46.66,47.993,49.361
"Income Inequality Model (2019)","SSP4","Jamaica","","Gini Income Inequality Coefficient",61.751,62.498,63.254,63.836,64.212,64.467,64.639,64.755,64.834,64.888,64.924,64.949,64.965,64.976,64.984,64.989,64.993,64.995
"Income Inequality Model (2019)","SSP4","Japan","","Gini Income Inequality Coefficient",32.184,32.641,33.158,33.668,34.17,34.678,35.199,35.734,36.227,36.694,37.152,37.61,38.087,38.622,39.141,39.647,40.157,40.671
"Income Inequality Model (2019)","SSP4","Jordan","","Gini Income Inequality Coefficient",40.206,40.697,40.885,40.824,40.668,40.474,40.249,40.002,39.732,39.093,38.109,37.019,35.498,34.129,33.011,32.105,31.371,30.776
"Income Inequality Model (2019)","SSP4","Kazakhstan","","Gini Income Inequality Coefficient",27.714,28.101,28.5,28.885,29.288,29.699,30.114,30.539,30.976,31.422,31.877,32.341,32.799,33.23,33.664,34.098,34.531,34.965
"Income Inequality Model (2019)","SSP4","Kenya","","Gini Income Inequality Coefficient",54.825,55.189,55.522,55.791,56.1,56.56,56.954,57.293,57.573,57.801,57.988,58.139,58.259,58.349,58.413,58.45,58.463,58.454
"Income Inequality Model (2019)","SSP4","Kuwait","","Gini Income Inequality Coefficient",41.786,42.204,42.594,42.828,42.904,42.856,42.671,42.383,42.049,41.605,41.044,40.4,39.645,38.955,38.368,37.862,37.418,36.988
"Income Inequality Model (2019)","SSP4","Kyrgyzstan","","Gini Income Inequality Coefficient",27.905,28.36,28.868,29.348,29.833,30.333,30.848,31.379,31.863,32.318,32.762,33.205,33.66,34.156,34.644,35.12,35.598,36.078
"Income Inequality Model (2019)","SSP4","Laos","","Gini Income Inequality Coefficient",43.69,44.002,44.523,44.984,45.16,45.293,45.02,44.447,43.786,43.235,42.762,42.206,41.83,41.467,41.11,40.747,40.374,39.865
"Income Inequality Model (2019)","SSP4","Latvia","","Gini Income Inequality Coefficient",36.382,37.043,37.771,38.461,39.221,40.033,40.863,41.733,42.602,43.421,44.195,44.907,45.555,46.139,46.729,47.294,47.832,48.351
"Income Inequality Model (2019)","SSP4","Lebanon","","Gini Income Inequality Coefficient",43.222,43.597,44.002,44.281,44.342,44.361,44.105,43.645,43.12,42.539,41.888,41.146,40.373,39.66,39.038,38.487,37.988,37.449
"Income Inequality Model (2019)","SSP4","Lesotho","","Gini Income Inequality Coefficient",60.495,60.859,61.192,61.461,61.77,62.23,62.624,62.963,63.243,63.471,63.658,63.809,63.929,64.019,64.083,64.12,64.133,64.124
"Income Inequality Model (2019)","SSP4","Liberia","","Gini Income Inequality Coefficient",42.842,43.267,43.578,43.71,43.678,43.605,43.362,42.994,42.579,41.973,41.178,40.285,39.189,38.191,37.355,36.65,36.049,35.486
"Income Inequality Model (2019)","SSP4","Libya","","Gini Income Inequality Coefficient",41.786,42.204,42.594,42.828,42.904,42.856,42.671,42.383,42.049,41.605,41.044,40.4,39.645,38.955,38.368,37.862,37.418,36.988
"Income Inequality Model (2019)","SSP4","Lithuania","","Gini Income Inequality Coefficient",36.923,38.922,40.994,42.836,44.524,46.164,47.778,49.403,51.072,52.787,54.527,56.272,58.008,59.495,60.665,61.587,62.313,62.884
"Income Inequality Model (2019)","SSP4","Luxembourg","","Gini Income Inequality Coefficient",27.772,28.167,28.671,29.205,29.771,30.363,30.975,31.609,32.264,32.938,33.631,34.333,35.051,35.806,36.577,37.353,38.13,38.908
"Income Inequality Model (2019)","SSP4","Macao","","Gini Income Inequality Coefficient",44.474,44.876,45.288,45.508,45.591,45.612,45.521,45.348,45.13,44.783,44.303,43.737,43.021,42.336,41.716,41.14,40.595,40.042
"Income Inequality Model (2019)","SSP4","Madagascar","","Gini Income Inequality Coefficient",46.649,46.966,47.579,48.11,48.389,48.379,48.122,47.671,47.139,46.781,46.559,46.271,46.227,46.154,46.025,45.835,45.589,45.225
"Income Inequality Model (2019)","SSP4","Malawi","","Gini Income Inequality Coefficient",52.436,52.81,53.17,53.445,53.757,54.11,54.455,54.784,55.058,55.284,55.471,55.623,55.741,55.829,55.886,55.914,55.915,55.911
"Income Inequality Model (2019)","SSP4","Malaysia","","Gini Income Inequality Coefficient",52.575,52.939,53.272,53.541,53.85,54.31,54.704,55.043,55.323,55.551,55.738,55.889,56.009,56.099,56.163,56.2,56.213,56.204
"Income Inequality Model (2019)","SSP4","Maldives","","Gini Income Inequality Coefficient",43.062,43.457,43.823,44.04,44.061,44.041,43.791,43.37,42.892,42.3,41.588,40.782,39.872,39.038,38.326,37.71,37.168,36.619
"Income Inequality Model (2019)","SSP4","Mali","","Gini Income Inequality Coefficient",39.586,40.077,40.265,40.204,40.048,39.854,39.629,39.382,39.112,38.473,37.489,36.399,34.878,33.509,32.391,31.485,30.751,30.156
"Income Inequality Model (2019)","SSP4","Malta","","Gini Income Inequality Coefficient",28.018,28.871,29.761,30.532,31.272,31.979,32.658,33.349,34.07,34.821,35.584,36.344,37.083,37.793,38.471,39.119,39.742,40.345
"Income Inequality Model (2019)","SSP4","Mauritania","","Gini Income Inequality Coefficient",43.573,43.901,44.393,44.808,44.956,45.06,44.791,44.247,43.62,43.061,42.544,41.941,41.466,41.015,40.592,40.182,39.778,39.261
"Income Inequality Model (2019)","SSP4","Mauritius","","Gini Income Inequality Coefficient",42.351,42.842,43.031,42.973,42.819,42.627,42.401,42.152,41.881,41.242,40.261,39.173,37.659,36.294,35.181,34.278,33.545,32.951
"Income Inequality Model (2019)","SSP4","Mexico","","Gini Income Inequality Coefficient",54.463,54.322,53.778,52.798,51.546,49.96,48.044,45.8,43.218,40.276,36.959,33.261,29.747,26.91,24.618,22.767,21.273,20.066
"Income Inequality Model (2019)","SSP4","Moldova","","Gini Income Inequality Coefficient",30.722,31.195,31.734,32.239,32.746,33.271,33.813,34.373,34.869,35.328,35.768,36.205,36.659,37.172,37.676,38.164,38.654,39.147
"Income Inequality Model (2019)","SSP4","Mongolia","","Gini Income Inequality Coefficient",40.426,40.917,41.105,41.044,40.888,40.694,40.469,40.222,39.952,39.313,38.329,37.239,35.718,34.349,33.231,32.325,31.591,30.996
"Income Inequality Model (2019)","SSP4","Montenegro","","Gini Income Inequality Coefficient",31.176,31.667,31.855,31.794,31.638,31.444,31.219,30.972,30.702,30.063,29.079,27.989,26.468,25.099,23.981,23.075,22.341,21.746
"Income Inequality Model (2019)","SSP4","Morocco","","Gini Income Inequality Coefficient",46.757,47.085,47.7,48.218,48.501,48.446,48.194,47.785,47.299,46.975,46.779,46.517,46.483,46.418,46.296,46.113,45.875,45.537
"Income Inequality Model (2019)","SSP4","Mozambique","","Gini Income Inequality Coefficient",51.899,52.314,52.779,53.075,53.399,53.34,53.494,53.783,54.035,54.255,54.442,54.595,54.71,54.785,54.819,54.811,54.766,54.781
"Income Inequality Model (2019)","SSP4","Myanmar","","Gini Income Inequality Coefficient",44.026,44.293,44.898,45.489,45.748,45.962,45.678,45.023,44.265,43.736,43.39,42.968,42.877,42.766,42.599,42.372,42.089,41.601
"Income Inequality Model (2019)","SSP4","Namibia","","Gini Income Inequality Coefficient",67.285,67.649,67.982,68.251,68.56,69.02,69.414,69.753,70.033,70.261,70.448,70.599,70.719,70.809,70.873,70.91,70.923,70.914
"Income Inequality Model (2019)","SSP4","Nepal","","Gini Income Inequality Coefficient",39.296,39.787,39.975,39.914,39.758,39.564,39.339,39.092,38.822,38.183,37.199,36.109,34.588,33.219,32.101,31.195,30.461,29.866
"Income Inequality Model (2019)","SSP4","Netherlands","","Gini Income Inequality Coefficient",27.114,27.875,28.578,29.347,30.166,31.016,31.884,32.775,33.688,34.619,35.569,36.543,37.537,38.547,39.571,40.602,41.647,42.71
"Income Inequality Model (2019)","SSP4","New Caledonia","","Gini Income Inequality Coefficient",42.527,43.01,43.423,43.564,43.657,43.204,43.005,42.975,42.929,42.698,42.289,41.809,41.1,40.438,39.873,39.384,38.951,38.667
"Income Inequality Model (2019)","SSP4","New Zealand","","Gini Income Inequality Coefficient",33.101,33.71,34.3,34.901,35.524,36.167,36.819,37.492,38.195,38.912,39.634,40.358,41.083,41.81,42.533,43.245,43.947,44.637
"Income Inequality Model (2019)","SSP4","Nicaragua","","Gini Income Inequality Coefficient",45.967,46.404,47.036,47.425,47.751,47.21,47.017,47.049,47.052,47.099,47.17,47.199,47.265,47.283,47.242,47.14,46.981,46.912
