"model","scenario","region","unit","variable","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075"
"Human Development Index Model (2015)","SSP4","Egypt","","Human Development Index",0.59914744,0.615612157,0.629120745,0.63957908,0.649063144,0.658493388,0.667586276,0.676040404,0.683716439,0.690402322,0.69494649,0.69893182,0.702631075,0.706191483
"Human Development Index Model (2015)","SSP4","El Salvador","","Human Development Index",0.57734181,0.587812654,0.595654295,0.602105872,0.609106516,0.616216724,0.6236714,0.630959236,0.637750738,0.644252126,0.648178035,0.651563243,0.654879808,0.658364128
"Human Development Index Model (2015)","SSP4","Equatorial Guinea","","Human Development Index",0.562816024,0.549260857,0.54573941,0.548090033,0.551410727,0.552338053,0.555483565,0.558763427,0.563386299,0.567480675,0.569829137,0.575817946,0.578046821,0.581797647
"Human Development Index Model (2015)","SSP4","Estonia","","Human Development Index",0.765025956,0.772210839,0.779912248,0.786806703,0.791802438,0.794694835,0.797557764,0.800021185,0.802171079,0.804176878,0.804559875,0.805226556,0.806218093,0.807550092
"Human Development Index Model (2015)","SSP4","Eswatini","","Human Development Index",0.479813093,0.457770663,0.454676786,0.459027229,0.464298015,0.468928275,0.471104982,0.474268961,0.485098554,0.490651485,0.495922052,0.504723002,0.51221878,0.520145331
"Human Development Index Model (2015)","SSP4","Ethiopia","","Human Development Index",0.320263606,0.337948449,0.35345871,0.359281495,0.364683561,0.369342301,0.373906833,0.377912593,0.381245549,0.385663303,0.388616125,0.392227844,0.395763292,0.399861064
"Human Development Index Model (2015)","SSP4","Finland","","Human Development Index",0.839955096,0.844442508,0.848387311,0.853195439,0.857038834,0.859879302,0.862822527,0.864931264,0.86675869,0.868199724,0.867691169,0.867149309,0.866681745,0.866300505
"Human Development Index Model (2015)","SSP4","France","","Human Development Index",0.80473991,0.812667246,0.824033201,0.83577466,0.845655709,0.853592905,0.859975916,0.865702323,0.870068019,0.873585186,0.874611118,0.875369392,0.875866954,0.876323783
"Human Development Index Model (2015)","SSP4","Gabon","","Human Development Index",0.551915262,0.539738347,0.534316769,0.530360715,0.527386071,0.525430148,0.523993798,0.522058842,0.522848273,0.523199103,0.521665377,0.52375852,0.524932795,0.525366456
"Human Development Index Model (2015)","SSP4","Gambia","","Human Development Index",0.398990411,0.404995424,0.412567145,0.41751358,0.421602081,0.424682398,0.427030505,0.429938371,0.432988727,0.435766847,0.439250762,0.44178019,0.445335666,0.448616705
"Human Development Index Model (2015)","SSP4","Georgia","","Human Development Index",0.695734715,0.72631727,0.770315638,0.797816576,0.809973757,0.813602834,0.814587893,0.814999064,0.816489481,0.818660146,0.819583371,0.820661634,0.821870225,0.823492225
"Human Development Index Model (2015)","SSP4","Germany","","Human Development Index",0.852938339,0.855490292,0.8568576,0.858782174,0.860763308,0.86303866,0.866053312,0.868692262,0.87135397,0.873963524,0.875002349,0.875539429,0.875796722,0.876548573
"Human Development Index Model (2015)","SSP4","Ghana","","Human Development Index",0.452237737,0.451925799,0.455033673,0.457006038,0.459923661,0.46361066,0.468096939,0.473288278,0.478864351,0.485445445,0.490788661,0.495388304,0.501490407,0.506660859
"Human Development Index Model (2015)","SSP4","Greece","","Human Development Index",0.765971431,0.774002248,0.784401394,0.794815799,0.804724953,0.812645486,0.819248491,0.824541532,0.828939358,0.8319332,0.832469793,0.832862127,0.83286534,0.833015838
"Human Development Index Model (2015)","SSP4","Guatemala","","Human Development Index",0.493418325,0.493704043,0.497125024,0.498513935,0.500032366,0.502498894,0.504309352,0.506434623,0.508017536,0.509683455,0.510187406,0.510783573,0.511592841,0.512784939
"Human Development Index Model (2015)","SSP4","Guinea","","Human Development Index",0.266925561,0.259404941,0.25746405,0.258311631,0.261047545,0.264673991,0.268032765,0.272105552,0.275416925,0.279135491,0.282358856,0.286127679,0.289144157,0.292821387
"Human Development Index Model (2015)","SSP4","Guinea-Bissau","","Human Development Index",0.296514698,0.296544381,0.299635286,0.30430196,0.308078471,0.311833504,0.315108494,0.318824649,0.322900294,0.328207073,0.331818307,0.33744594,0.341619769,0.346533715
"Human Development Index Model (2015)","SSP4","Guyana","","Human Development Index",0.584677342,0.589238689,0.593821309,0.597566621,0.603619024,0.610925659,0.618271879,0.625569845,0.632628841,0.639225912,0.644370829,0.649445954,0.654319281,0.659367073
"Human Development Index Model (2015)","SSP4","Haiti","","Human Development Index",0.395912824,0.398538079,0.409623836,0.422603094,0.435367488,0.446472203,0.45533751,0.462966591,0.469655087,0.47465124,0.478353656,0.482616724,0.485873505,0.489635768
"Human Development Index Model (2015)","SSP4","Honduras","","Human Development Index",0.505195634,0.50694032,0.509335763,0.511241241,0.512789725,0.514981019,0.516727791,0.518156436,0.519457806,0.520760739,0.521316614,0.52181941,0.522845511,0.524119643
"Human Development Index Model (2015)","SSP4","Hong Kong","","Human Development Index",0.845972711,0.856173191,0.865002201,0.872106764,0.879209436,0.886225052,0.8933218,0.89912942,0.903935639,0.907645206,0.908632792,0.909307449,0.909735791,0.91027461
"Human Development Index Model (2015)","SSP4","Hungary","","Human Development Index",0.732524254,0.739886976,0.74822933,0.756317991,0.762539349,0.767213448,0.770990901,0.773996599,0.776488511,0.778615847,0.779058802,0.779625141,0.780253502,0.781170243
"Human Development Index Model (2015)","SSP4","Iceland","","Human Development Index",0.837552947,0.843200479,0.850578512,0.858692162,0.866109645,0.871869365,0.876678342,0.880796252,0.884429993,0.887659401,0.888664335,0.889423584,0.889724742,0.889688943
"Human Development Index Model (2015)","SSP4","India","","Human Development Index",0.493382404,0.516952444,0.545318915,0.566813245,0.582615156,0.594816523,0.60410301,0.610598871,0.614380263,0.616272741,0.616531546,0.616735847,0.617059987,0.61745535
"Human Development Index Model (2015)","SSP4","Indonesia","","Human Development Index",0.581964968,0.60254728,0.629443716,0.650365264,0.6661788,0.678309852,0.687890499,0.695336933,0.702206486,0.707907859,0.711555102,0.714661268,0.717040003,0.719193955
"Human Development Index Model (2015)","SSP4","Iran","","Human Development Index",0.638909224,0.656866651,0.667656707,0.67543835,0.681999678,0.688176025,0.6947913,0.70150892,0.708035548,0.713809404,0.717953027,0.721858113,0.725831168,0.728911345
"Human Development Index Model (2015)","SSP4","Iraq","","Human Development Index",0.543951158,0.550511497,0.571581214,0.585637659,0.593574917,0.597542754,0.599021478,0.598977885,0.598597435,0.59830366,0.597173194,0.596652046,0.596511104,0.596673823
"Human Development Index Model (2015)","SSP4","Ireland","","Human Development Index",0.831616444,0.83811852,0.846123511,0.855560992,0.864064282,0.871058228,0.876673061,0.881347698,0.885335286,0.888704154,0.889865775,0.890920182,0.891650779,0.892343349
"Human Development Index Model (2015)","SSP4","Israel","","Human Development Index",0.794005688,0.794756109,0.792480474,0.789940059,0.788968819,0.789096563,0.790142624,0.791570633,0.793064397,0.793818989,0.793283579,0.792506383,0.792410769,0.792266991
"Human Development Index Model (2015)","SSP4","Italy","","Human Development Index",0.775830899,0.782268743,0.794532631,0.807625992,0.819197924,0.828023965,0.834810797,0.840055498,0.84414551,0.847291771,0.848199167,0.848910497,0.849672776,0.849970217
"Human Development Index Model (2015)","SSP4","Jamaica","","Human Development Index",0.647242197,0.655727197,0.671089751,0.687272661,0.700704006,0.711253443,0.718757011,0.724508342,0.729178807,0.733226822,0.735503121,0.737695694,0.739918582,0.742475099
"Human Development Index Model (2015)","SSP4","Japan","","Human Development Index",0.848607868,0.851583343,0.855269998,0.859774571,0.864618722,0.869103893,0.873112173,0.876755649,0.880137486,0.882981488,0.883605529,0.884280779,0.884896405,0.885546169
"Human Development Index Model (2015)","SSP4","Jordan","","Human Development Index",0.646539307,0.65845953,0.675457756,0.687843917,0.696308861,0.702164594,0.706612388,0.709962585,0.712713853,0.715186082,0.716052111,0.717092116,0.718097007,0.719054848
"Human Development Index Model (2015)","SSP4","Kazakhstan","","Human Development Index",0.678731722,0.700781164,0.717631626,0.727947379,0.733911032,0.738140976,0.741988467,0.745842497,0.749610353,0.753195776,0.755288039,0.757442327,0.759691796,0.762115643
"Human Development Index Model (2015)","SSP4","Kenya","","Human Development Index",0.443091253,0.439496006,0.447845951,0.458180132,0.467711845,0.474524825,0.480306024,0.485806594,0.491653904,0.49734211,0.50254905,0.507010901,0.51227333,0.517346346
"Human Development Index Model (2015)","SSP4","Kuwait","","Human Development Index",0.739309905,0.747408713,0.752011652,0.75228823,0.752484041,0.75333545,0.757762752,0.76330171,0.769272571,0.775643967,0.779898373,0.783787188,0.787363333,0.790850112
"Human Development Index Model (2015)","SSP4","Kyrgyzstan","","Human Development Index",0.559345366,0.592027318,0.645894896,0.686149514,0.709686844,0.722838011,0.730223553,0.735481351,0.739030361,0.74203047,0.743420344,0.745129489,0.747139841,0.749555064
"Human Development Index Model (2015)","SSP4","Laos","","Human Development Index",0.464751536,0.477639378,0.486920602,0.488144733,0.490219655,0.491417315,0.492426959,0.494180364,0.496650488,0.49816631,0.499983751,0.501136396,0.502846154,0.505241454
"Human Development Index Model (2015)","SSP4","Latvia","","Human Development Index",0.745471109,0.758283538,0.771649597,0.782772663,0.790006865,0.794990383,0.79840797,0.801271935,0.803749648,0.80600089,0.806531828,0.807294475,0.808251204,0.809585829
"Human Development Index Model (2015)","SSP4","Lebanon","","Human Development Index",0.683978802,0.699247357,0.712029249,0.719023665,0.724495445,0.730348017,0.736763859,0.743277531,0.749151445,0.754141879,0.756773486,0.759082297,0.761176907,0.763342905
"Human Development Index Model (2015)","SSP4","Lesotho","","Human Development Index",0.402202834,0.392812878,0.39030885,0.389638529,0.390799242,0.395876493,0.400894867,0.404963401,0.411801055,0.420437549,0.42450141,0.433273784,0.437864188,0.444617937
"Human Development Index Model (2015)","SSP4","Liberia","","Human Development Index",0.213886605,0.219314882,0.237091578,0.251232342,0.262020921,0.270005945,0.275895084,0.280421441,0.284803636,0.288728573,0.291730361,0.29479599,0.298274827,0.30109555
"Human Development Index Model (2015)","SSP4","Lithuania","","Human Development Index",0.757861895,0.772848155,0.785884816,0.795865003,0.802444102,0.805804767,0.808480926,0.810455842,0.812333292,0.81413438,0.81441698,0.814769054,0.815325374,0.816093839
"Human Development Index Model (2015)","SSP4","Luxembourg","","Human Development Index",0.823713939,0.832821383,0.843462177,0.850647912,0.856673388,0.861271266,0.865332964,0.8688691,0.871741782,0.874130113,0.874279184,0.874318125,0.874080356,0.873946091
"Human Development Index Model (2015)","SSP4","Madagascar","","Human Development Index",0.358180179,0.361631372,0.371497959,0.379737153,0.386590167,0.392049359,0.396440395,0.399769547,0.40410668,0.407797816,0.411296251,0.414248856,0.417281921,0.420200876
"Human Development Index Model (2015)","SSP4","Malawi","","Human Development Index",0.347724815,0.353016825,0.36683933,0.378600144,0.389029574,0.399308094,0.406878713,0.415715137,0.423323287,0.430928325,0.438512776,0.444879445,0.450516866,0.456423039
"Human Development Index Model (2015)","SSP4","Malaysia","","Human Development Index",0.722077129,0.733127504,0.743079105,0.751515258,0.75996968,0.768573978,0.776241684,0.783139317,0.789050001,0.794392627,0.797155883,0.799543012,0.801838047,0.804232286
"Human Development Index Model (2015)","SSP4","Maldives","","Human Development Index",0.600522374,0.621505339,0.637377823,0.648408608,0.658174903,0.667349768,0.675936893,0.685151511,0.693938241,0.701941044,0.707371635,0.712505306,0.717072024,0.72141266
"Human Development Index Model (2015)","SSP4","Mali","","Human Development Index",0.216908024,0.213517379,0.216163545,0.219904862,0.224423774,0.228735238,0.231814466,0.235584621,0.238307585,0.241041687,0.243263527,0.245766951,0.247750139,0.250089517
"Human Development Index Model (2015)","SSP4","Malta","","Human Development Index",0.772737207,0.78736314,0.80394761,0.819199036,0.832834231,0.843910121,0.853581724,0.861771522,0.868765313,0.87449085,0.877540194,0.880276058,0.882845794,0.885633862
"Human Development Index Model (2015)","SSP4","Mauritius","","Human Development Index",0.616630671,0.623977354,0.627495931,0.628623278,0.630601435,0.633251967,0.637136895,0.641865503,0.646324787,0.650402767,0.652816179,0.654967619,0.656958063,0.65947464
"Human Development Index Model (2015)","SSP4","Mexico","","Human Development Index",0.687226749,0.698197485,0.709112129,0.719907321,0.729275712,0.736864855,0.743475634,0.749869348,0.756239936,0.762129262,0.76627571,0.769234177,0.771964013,0.774195232
"Human Development Index Model (2015)","SSP4","Moldova","","Human Development Index",0.600315579,0.629197324,0.674919248,0.710917912,0.732800338,0.744828071,0.752504664,0.757143132,0.760483669,0.763104311,0.764049869,0.765391848,0.767216051,0.769577604
"Human Development Index Model (2015)","SSP4","Mongolia","","Human Development Index",0.589989256,0.599393479,0.612224041,0.621259827,0.628493786,0.634712945,0.640273503,0.646294987,0.652152903,0.657837765,0.66205343,0.666497571,0.671101146,0.675912726
"Human Development Index Model (2015)","SSP4","Morocco","","Human Development Index",0.492458701,0.5044453,0.512752599,0.518995646,0.525586676,0.531963488,0.538129311,0.543923391,0.549431024,0.554543166,0.558406175,0.562188588,0.565850617,0.569456609
"Human Development Index Model (2015)","SSP4","Mozambique","","Human Development Index",0.256609912,0.267133947,0.279707147,0.287934348,0.295802084,0.302177834,0.306909486,0.313193875,0.318293468,0.323337132,0.329147903,0.332065593,0.337166338,0.341820408
"Human Development Index Model (2015)","SSP4","Namibia","","Human Development Index",0.555331295,0.544272476,0.546595897,0.550936798,0.555013718,0.558561356,0.56181057,0.565411534,0.569633785,0.573880998,0.5768081,0.578492279,0.581467761,0.584010623
"Human Development Index Model (2015)","SSP4","Nepal","","Human Development Index",0.404581651,0.417060506,0.432190815,0.444011742,0.45520488,0.464997108,0.473644706,0.480803192,0.486081761,0.490582671,0.493846581,0.497435926,0.501037685,0.504928257
"Human Development Index Model (2015)","SSP4","Netherlands","","Human Development Index",0.813845638,0.817432449,0.823513892,0.82916439,0.833973442,0.838064281,0.841615412,0.845114657,0.847721632,0.850344311,0.850890614,0.851325148,0.851706319,0.852165636
"Human Development Index Model (2015)","SSP4","New Zealand","","Human Development Index",0.826368779,0.831148486,0.837000075,0.842415145,0.847164953,0.851568089,0.855137983,0.858299399,0.86107919,0.863451094,0.86385105,0.864212519,0.864509428,0.864956952
